model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
3AQE_A.pdb,74,-0.44,0.77,0.84
6QPK_B.pdb,79,-0.65,0.75,0.91
1DL0_A.pdb,37,-0.96,0.65,0.88
1S29_A.pdb,89,-0.16,0.78,0.82
6W9R_A.pdb,162,-0.88,0.74,0.92
2SCP_A.pdb,174,-1.08,0.73,0.88
5XMZ_A.pdb,122,-0.31,0.77,0.92
6NQ6_B.pdb,144,0.34,0.8,0.89
6KKO_C.pdb,122,0.49,0.81,0.83
2D00_A.pdb,109,-0.09,0.78,0.66
5NVJ_A.pdb,60,-0.07,0.79,0.85
3OFG_A.pdb,89,-0.75,0.75,0.84
4BHU_A.pdb,123,0.12,0.79,0.84
1Q2H_A.pdb,63,-0.18,0.78,0.79
1K66_A.pdb,149,0.88,0.82,0.93
6ZSY_A.pdb,48,-0.15,0.77,0.87
5O99_A.pdb,60,0.4,0.82,0.79
7Y3I_A.pdb,54,0.02,0.79,0.84
4WBE_A.pdb,120,1.17,0.85,0.88
1V30_A.pdb,118,0.68,0.82,0.89
4GXO_A.pdb,139,-0.82,0.74,0.81
2A4V_A.pdb,156,0.69,0.81,0.95
1OR7_C.pdb,66,1.23,0.88,0.9
7D55_A.pdb,87,0.7,0.84,0.95
7F5M_A.pdb,139,-0.09,0.78,0.91
1SU2_A.pdb,159,0.24,0.79,0.89
1S55_A.pdb,156,-0.13,0.77,0.88
2G3T_A.pdb,169,-0.49,0.76,0.85
3AGY_A.pdb,176,3.03,0.91,0.9
1XXA_A.pdb,71,0.48,0.83,0.83
1NVJ_B.pdb,126,0.17,0.79,0.89
6X1P_A.pdb,91,1.7,0.89,0.91
1JB0_E.pdb,69,-2.54,0.63,0.73
3D9X_A.pdb,114,0.62,0.82,0.75
8DYD_B.pdb,123,-0.83,0.74,0.91
1VDM_G.pdb,152,0.02,0.78,0.89
5OC0_A.pdb,164,-1.2,0.73,0.68
6ZMP_A.pdb,190,-1.03,0.74,0.94
1EAR_A.pdb,142,-0.75,0.74,0.87
2FWH_A.pdb,117,0.92,0.84,0.89
5H9M_A.pdb,190,-0.5,0.76,0.87
7YXV_A.pdb,121,1.57,0.87,0.92
3H79_A.pdb,115,-0.26,0.77,0.94
1IHJ_A.pdb,94,0.26,0.81,0.91
5C8G_A.pdb,122,-0.05,0.78,0.89
2O38_A.pdb,88,-0.76,0.75,0.8
1N8M_A.pdb,38,-0.05,0.75,0.69
2PQV_A.pdb,148,0.4,0.8,0.89
4EO1_A.pdb,67,1.36,0.89,0.94
5XN9_A.pdb,138,0.57,0.81,0.91
5ZCN_A.pdb,21,-6.45,0.0,0.6
1BHP_A.pdb,45,-0.12,0.76,0.93
2P5V_A.pdb,155,-1.4,0.71,0.84
6YAU_A.pdb,129,-0.46,0.76,0.9
2CX7_A.pdb,128,1.95,0.89,0.86
7EL3_A.pdb,138,0.58,0.81,0.86
5XKR_A.pdb,158,0.3,0.79,0.94
6G4X_A.pdb,24,-2.39,0.48,0.34
3AJV_A.pdb,168,-0.32,0.77,0.91
3GWL_A.pdb,106,-0.31,0.77,0.88
3PSM_A.pdb,47,-0.25,0.76,0.77
8AI8_A.pdb,183,0.01,0.78,0.93
5H9N_A.pdb,154,-0.33,0.76,0.9
2W72_B.pdb,146,-0.67,0.75,0.84
3IM3_A.pdb,50,1.0,0.9,0.82
7F6J_C.pdb,106,0.41,0.81,0.85
1WVQ_A.pdb,162,0.74,0.81,0.88
2N3P_A.pdb,31,-0.65,0.69,0.89
2MCX_A.pdb,22,-1.83,0.55,0.68
6WN9_A.pdb,155,0.61,0.81,0.9
3EHG_A.pdb,125,0.83,0.83,0.84
3GHJ_A.pdb,114,-0.02,0.79,0.92
5FCM_A.pdb,68,0.56,0.84,0.75
3SNY_A.pdb,87,1.35,0.88,0.93
2OQK_A.pdb,92,-0.23,0.78,0.73
1SMP_I.pdb,100,-1.03,0.74,0.92
8BSB_A.pdb,159,-0.41,0.76,0.87
5U9Q_A.pdb,22,-0.96,0.65,0.53
4QND_A.pdb,97,-0.56,0.76,0.81
5HB7_A.pdb,125,0.18,0.79,0.9
1MUG_A.pdb,165,-0.22,0.77,0.9
3A0S_A.pdb,96,1.4,0.87,0.85
4HH5_A.pdb,163,-0.69,0.75,0.88
6AHP_A.pdb,110,-0.72,0.75,0.84
4V17_A.pdb,154,0.12,0.79,0.89
7M1O_A.pdb,71,0.68,0.84,0.86
1D0Q_A.pdb,102,0.57,0.82,0.86
6HJ6_A.pdb,159,-0.29,0.77,0.65
1X3X_A.pdb,82,0.04,0.8,0.94
6M9K_D.pdb,67,-0.6,0.76,0.8
7LRW_A.pdb,21,-3.05,0.4,0.75
4ZLD_A.pdb,151,0.77,0.82,0.92
3ODH_A.pdb,194,-0.12,0.77,0.89
2I7H_A.pdb,183,-0.11,0.78,0.8
3JTP_A.pdb,92,-1.71,0.7,0.75
3OOO_A.pdb,129,-0.71,0.74,0.84
6I0I_A.pdb,108,-0.66,0.75,0.9
6SRT_A.pdb,152,1.28,0.84,0.94
2I0F_A.pdb,147,0.16,0.79,0.84
1AD6_A.pdb,185,-2.16,0.69,0.79
3WZ4_A.pdb,134,-0.15,0.77,0.93
6RWT_A.pdb,181,0.76,0.81,0.93
1QQR_A.pdb,138,-1.33,0.71,0.86
1NRZ_A.pdb,163,0.65,0.81,0.93
2O3B_B.pdb,135,0.13,0.79,0.76
3NE7_A.pdb,156,-0.17,0.77,0.87
2IVY_A.pdb,88,0.37,0.82,0.88
1XBI_A.pdb,118,0.49,0.81,0.84
6Y8Q_A.pdb,195,1.61,0.84,0.89
4RQR_A.pdb,107,1.84,0.89,0.85
1JYA_A.pdb,115,0.21,0.8,0.83
3MQH_A.pdb,191,0.76,0.81,0.92
3AJ1_A.pdb,147,-0.34,0.76,0.76
3DRZ_A.pdb,103,0.44,0.81,0.83
3RDR_A.pdb,153,0.24,0.79,0.96
2GJ3_A.pdb,119,-0.6,0.75,0.9
4HE6_A.pdb,89,0.29,0.81,0.87
4JKZ_A.pdb,179,0.54,0.8,0.82
3HIE_C.pdb,163,-0.51,0.76,0.78
3ERW_A.pdb,131,0.59,0.81,0.9
2BJ7_A.pdb,137,0.88,0.83,0.78
6N0S_A.pdb,179,0.62,0.81,0.94
3RLK_A.pdb,183,0.95,0.82,0.89
4MGQ_A.pdb,159,-0.6,0.75,0.91
2OIW_A.pdb,129,-0.35,0.76,0.84
3G3Z_A.pdb,140,-0.32,0.76,0.85
5GOX_A.pdb,178,0.56,0.8,0.83
2R6U_A.pdb,130,0.64,0.82,0.91
2MHR_A.pdb,118,-0.61,0.75,0.87
7CU9_A.pdb,191,-0.97,0.74,0.89
3ODV_A.pdb,38,0.47,0.82,0.68
3EJK_A.pdb,155,1.03,0.83,0.93
1APY_B.pdb,141,0.11,0.79,0.93
4Y9I_A.pdb,114,0.72,0.83,0.88
5X3D_A.pdb,126,-0.01,0.78,0.92
4NYQ_A.pdb,153,1.75,0.87,0.92
1FR3_A.pdb,67,-1.61,0.69,0.78
7OEX_A.pdb,192,-0.52,0.76,0.9
3G0M_A.pdb,138,0.36,0.8,0.81
4RFU_A.pdb,117,-0.68,0.75,0.89
